Date,Adj Close,Close,High,Low,Open,Volume
2020-03-11,6.139696121,6.16174984,,6.064249992,6.386499882,499964000.0
2023-01-10,15.8974371,15.9090004,15.96199989,15.47200012,15.50699997,384101000.0
2022-11-21,15.30195332,15.31700039,,15.07999992,15.14700031,404739000.0
2021-11-18,31.618536,31.67499924,32.75999832,31.32099915,32.36700058,781711000.0
2021-02-08,14.40219879,14.43875027,,13.7272501,,434624000.0
2023-11-16,49.46162796,49.47999954,,48.33000183,48.67900085,339756000.0
2024-01-09,53.12493896,53.13999939,54.32500076,51.68999863,52.40100098,773100000.0
2022-10-20,12.18202114,12.19400024,12.76900005,12.10499954,,652398000.0
2016-11-18,2.296373606,2.334000111,2.358249903,2.295000076,2.30975008,576060000.0
2018-09-06,6.756363392,6.81799984,6.946499825,6.784749985,6.943999767,322796000.0
2021-08-26,22.02477455,22.06800079,22.34000015,21.79000092,22.20000076,237940000.0
2017-04-13,,2.387249947,2.430249929,2.387249947,2.408250093,506892000.0
2022-11-29,15.62363434,15.63899994,15.93200016,15.52000046,15.82699966,298384000.0
2022-10-31,13.48374081,13.49699974,13.8380003,13.29699993,13.77799988,486341000.0
2016-09-29,1.657836199,1.684999943,1.690250039,1.651250005,1.666749954,336684000.0
2017-10-03,4.432701111,,4.514500141,4.439499855,4.481249809,390332000.0
2022-04-05,25.89235687,25.93099976,27.31900024,25.81999969,27.25399971,436615000.0
2019-03-21,4.566189766,4.598499775,4.625,4.378250122,4.383250237,824312000.0
2020-12-22,,13.27824974,13.33724976,13.0539999,13.31925011,185580000.0
2023-08-21,46.94569397,46.96699905,47.06499863,44.22200012,44.49399948,692573000.0
2016-04-06,,,0.895500004,0.865750015,0.882499993,453376000.0
2021-04-28,15.24333668,15.27674961,15.5322504,15.21549988,,209416000.0
2016-06-21,1.160560608,,1.197250009,,1.194000006,212508000.0
2024-08-01,109.1931381,109.2099991,120.1600037,106.8099976,117.5299988,523462300.0
2017-09-01,4.212511539,,4.297500134,4.239999771,4.24875021,445432000.0
2017-03-23,2.641363621,2.677249908,2.713999987,2.667500019,2.693749905,533940000.0
2018-03-13,6.129619122,6.192749977,6.362500191,6.151000023,6.287250042,619772000.0
2018-06-01,6.378787041,6.440499783,6.446750164,6.341249943,6.349999905,421968000.0
2021-09-17,21.8609581,21.89999962,22.32099915,21.82999992,22.29999924,294503000.0
2020-04-01,6.054999828,6.076749802,6.538249969,6.032000065,6.391250134,
2024-02-15,72.63739777,72.65799713,73.97499847,72.40000153,73.8690033,420122000.0
2019-11-12,5.214526176,5.240250111,5.296500206,5.207749844,5.243000031,283504000.0
2017-02-02,2.842494249,,2.89350009,2.801500082,2.832499981,483240000.0
2022-10-21,12.45375156,12.4659996,12.49800014,11.88700008,12.09799957,609494000.0
2024-10-18,,138.0,138.8999939,137.2799988,138.6699982,176090200.0
2016-06-14,1.150985241,1.172000051,1.17750001,1.154000044,1.167000055,298344000.0
2021-01-21,13.83239269,13.86750031,13.99925041,13.25300026,13.41849995,337780000.0
2024-01-19,59.47413635,59.49100113,59.5,57.22499847,57.98899841,543501000.0
2020-05-13,7.75215435,7.78000021,8.078499794,7.594749928,7.917500019,625852000.0
2019-09-05,4.471440315,4.493500233,4.499750137,4.320000172,4.321750164,695676000.0
2017-06-07,3.681901932,3.727999926,3.746999979,3.692500114,3.708250046,612612000.0
2018-08-02,6.205464363,6.265500069,6.269499779,6.030250072,6.089749813,
2017-04-26,2.565642118,2.600500107,2.634749889,2.598500013,2.632250071,327004000.0
2017-02-13,2.669811726,2.709500074,2.849499941,2.704999924,2.834749937,1180724000.0
